time,position
0.0,0.0
0.01877346683354193,0.6845265437324306
0.03754693366708386,2.6996948366815916
0.056320400500625784,5.981498520196394
0.07509386733416772,10.46059421956888
0.09386733416770965,16.063385162313462
0.11264080100125157,22.709528099641247
0.1314142678347935,30.313028011212765
0.15018773466833543,38.7882688105437
0.16896120150187735,48.050150505554264
0.1877346683354193,58.01409394887375
0.20650813516896122,68.59739578303171
0.22528160200250313,79.71191794588638
0.24405506883604508,91.26986386183988
0.262828535669587,103.1885845722935
0.28160200250312895,115.39057873564762
0.30037546933667086,127.80349262730189
0.3191489361702128,140.36012013965515
0.3379224030037547,152.99801209473227
0.3566958698372967,165.65288646405318
0.3754693366708386,178.26250887679754
0.3942428035043805,190.7701668160662
0.41301627033792243,203.12413926398344
0.43178973717146435,215.27769670169667
0.45056320400500627,227.1891011093768
0.46933667083854824,238.82160596621796
0.48811013767209016,250.14345625043748
0.5068836045056321,261.12479982715456
0.525657071339174,271.7338605277081
0.5444305381727159,281.9463056948636
0.5632040050062579,291.7408661762005
0.5819774718397998,301.09912638454415
0.6007509386733417,310.0055242979672
0.6195244055068837,318.4473514597884
0.6382978723404256,326.41475297857335
0.6570713391739675,333.8995936216396
0.6758448060075094,340.89552946957036
0.6946182728410514,347.40026822670325
0.7133917396745934,353.4129636940079
0.7321652065081352,358.93415393445844
0.7509386733416772,363.9657612730334
0.769712140175219,368.5110922967156
0.788485607008761,372.5748378544925
0.807259073842303,376.16307305735575
0.8260325406758449,379.28325727830145
0.8448060075093868,381.9434686128176
0.8635794743429287,384.1534681204054
0.8823529411764707,385.92504609209755
0.9011264080100125,387.2702861044189
0.9198998748435545,388.2015566052344
0.9386733416770965,388.7315109137486
0.9574468085106383,388.87308722050597
0.9762202753441803,388.63950858739094
0.9949937421777222,388.04428294762755
1.0137672090112642,387.10120310577986
1.0325406758448061,385.8240675780804
1.051314142678348,384.22679591157134
1.0700876095118899,382.325402827685
1.0888610763454318,380.1357093422627
1.1076345431789738,377.67312089873064
1.1264080100125158,374.95262736809934
1.1451814768460578,371.98880304896437
1.1639549436795995,368.79580666750564
1.1827284105131415,365.3873813774878
1.2015018773466835,361.77685476026033
1.2202753441802254,357.9771388247571
1.2390488110137674,354.0007300074969
1.2578222778473092,349.85974297508136
1.2765957446808511,345.56689257824456
1.295369211514393,341.13555974928204
1.314142678347935,336.57861743240574
1.332916145181477,331.9083637627245
1.3516896120150188,327.1365220662442
1.3704630788485608,322.27424085986775
1.3892365456821028,317.3320938513948
1.4080100125156447,312.3200799395224
1.4267834793491867,307.24762321384424
1.4455569461827285,302.1235729548513
1.4643304130162704,296.95620363393124
1.4831038798498124,291.7532149133689
1.5018773466833544,286.5217316463461
1.5206508135168963,281.26844849009996
1.539424280350438,276.0021698685319
1.55819774718398,270.73064231549245
1.576971214017522,265.4605235233277
1.595744680851064,260.1981197081138
1.614518147684606,254.949385609657
1.6332916145181477,249.7199244914939
1.6520650813516897,244.51498814089106
1.6708385481852317,239.33947686884542
1.6896120150187737,234.19793951008404
1.7083854818523156,229.09457342306413
1.7271589486858574,224.0332244899732
1.7459324155193994,219.01738711672874
1.7647058823529413,214.05020423297856
1.7834793491864833,209.13446729210065
1.802252816020025,204.27298351876843
1.821026282853567,199.46929043521138
1.839799749687109,194.72572423065654
1.858573216520651,190.04435779777754
1.877346683354193,185.4271030762359
1.8961201501877347,180.87571105268103
1.9148936170212767,176.3917717607499
1.9336670838548187,171.97671428106756
1.9524405506883606,167.63180674124683
1.9712140175219026,163.35815631588835
1.9899874843554444,159.15670922658055
2.0087609511889863,155.02825074189965
2.0275344180225283,150.97340517740983
2.0463078848560703,146.99266352061
2.0650813516896123,143.08669491522699
2.0838548185231542,139.25562597465301
2.102628285356696,135.49936200024052
2.121401752190238,131.81775860110093
2.1401752190237797,128.21062169410465
2.1589486858573217,124.67770750388084
2.1777221526908637,121.21872256281782
2.1964956195244056,117.8333237110628
2.2152690863579476,114.5211180965219
2.2340425531914896,111.2816631748602
2.2528160200250316,108.11446670950173
2.2715894868585735,105.01898677162943
2.2903629536921155,101.99463174018524
2.3091364205256575,99.04076030187001
2.327909887359199,96.15668145114358
2.346683354192741,93.34164889935171
2.365456821026283,90.59475281203515
2.384230287859825,87.91496114650221
2.403003754693367,85.30123934171898
2.421777221526909,82.75255427879338
2.440550688360451,80.26787428097515
2.459324155193993,77.8461691136558
2.478097622027535,75.48640998436872
2.4968710888610763,73.18756954278913
2.5156445556946183,70.94862188073397
2.5344180225281603,68.76854253216209
2.5531914893617023,66.64630847317413
2.5719649561952442,64.58089812201257
2.590738423028786,62.57129133906172
2.609511889862328,60.61646942684765
2.62828535669587,58.71545280704431
2.647058823529412,56.86738398256604
2.665832290362954,55.07104668595887
2.6846057571964956,53.32519098426529
2.7033792240300376,51.62859586350389
2.7221526908635796,49.98006922866961
2.7409261576971216,48.37844790373361
2.7596996245306635,46.82259763164324
2.7784730913642055,45.31141307432209
2.7972465581977475,43.843817812670004
2.8160200250312895,42.41876434656301
2.8347934918648314,41.035234094853436
2.8535669586983734,39.69223739536977
2.872340425531915,38.38881350491679
2.891113892365457,37.12403059927542
2.909887359198999,35.89698577320291
2.928660826032541,34.70680504043266
2.947434292866083,33.55264333367439
2.966207759699625,32.43368450461395
2.9849812265331668,31.349141323913503
3.0037546933667088,30.298255481211392
3.0225281602002507,29.28029758512222
3.0413016270337927,28.294402921779888
3.0600750938673342,27.3394403308492
3.078848560700876,26.41450085003443
3.097622027534418,25.51870490437749
3.11639549436796,24.651195530323168
