Timestamp,Theta,Motor_x,Motor_velocity,Angle_velocity,Control_Output
1733962810.157036,359.36808687817904,0,0,4.212066117756906,[-43995.33090966],[   0.         -359.36808688    0.           -4.21206612]
1733962810.2677965,359.1574757392596,0,0,-1.901501287046819,[-97357.36849421],[   0.         -359.15747574    0.            1.90150129]
1733962810.3766725,359.5787150958314,0,0,3.8689830228386617,[-95851.02371213],[   0.         -359.5787151     0.           -3.86898302]
1733962810.4874837,359.1574757392596,0,0,-3.801413838551217,[-97389.3329864],[   0.         -359.15747574    0.            3.80141384]
1733962810.5961266,359.36808687817904,0,0,1.9385647907512744,[-95577.10923402],[   0.         -359.36808688    0.           -1.93856479]
1733962810.7072055,359.1574757392596,0,0,-1.8960485908197515,[-97637.38731272],[   0.         -359.15747574    0.            1.89604859]
1733962810.817355,359.36808687817904,0,0,1.9120500918059122,[-96902.31620933],[   0.         -359.36808688    0.           -1.91205009]
1733962810.9258635,359.5787150958314,0,0,1.941120271692504,[-95514.98092044],[   0.         -359.5787151     0.           -1.94112027]
1733962811.0358286,359.1574757392596,0,0,-3.830664549617608,[-96645.48060102],[   0.         -359.15747574    0.            3.83066455]
1733962811.146057,359.1574757392596,0,0,0.0,[-96902.23082231],[   0.         -359.15747574    0.            0.        ]
1733962811.2581265,359.1574757392596,0,0,0.0,[-98520.9324206],[   0.         -359.15747574    0.            0.        ]
1733962811.3685899,359.36808687817904,0,0,1.9066150009913978,[-97178.51459301],[   0.         -359.36808688    0.           -1.906615  ]
1733962811.4765155,359.1574757392596,0,0,-1.9514465020319998,[-94865.28484748],[   0.         -359.15747574    0.            1.9514465 ]
1733962811.5885782,359.16056146628773,0,0,0.027535720901992446,[-98515.88631728],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -2.75357209e-02]
1733962811.6995945,359.1574757392596,0,0,-0.02779526758446297,[-97594.75629414],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  2.77952676e-02]
1733962811.8083723,359.1574757392596,0,0,0.0,[-95627.0553045],[   0.         -359.15747574    0.            0.        ]
1733962811.9204412,359.36808687817904,0,0,1.8793006342169922,[-98590.75446826],[   0.         -359.36808688    0.           -1.87930063]
1733962812.0284421,359.1574757392596,0,0,-1.9500851950363727,[-94931.51684347],[   0.         -359.15747574    0.            1.9500852 ]
1733962812.1384351,359.1574757392596,0,0,0.0,[-96695.36063229],[   0.         -359.15747574    0.            0.        ]
1733962812.2460444,359.1574757392596,0,0,0.0,[-94599.83058182],[   0.         -359.15747574    0.            0.        ]
1733962812.3557434,359.5787150958314,0,0,3.839955832889195,[-96575.39397533],[   0.         -359.5787151     0.           -3.83995583]
1733962812.465414,359.36808687817904,0,0,-1.9205524787651722,[-96455.84537913],[   0.         -359.36808688    0.            1.92055248]
1733962812.5769658,359.1574757392596,0,0,-1.888012666472169,[-98053.01404707],[   0.         -359.15747574    0.            1.88801267]
1733962812.6849737,359.1574757392596,0,0,0.0,[-94950.2732948],[   0.         -359.15747574    0.            0.        ]
1733962812.7948923,359.1574757392596,0,0,0.0,[-96629.96701599],[   0.         -359.15747574    0.            0.        ]
1733962812.9028938,359.36808687817904,0,0,1.9500765852176565,[-95012.96826812],[   0.         -359.36808688    0.           -1.95007659]
1733962813.0120265,359.1574757392596,0,0,-1.9298616285682826,[-95926.46394785],[   0.         -359.15747574    0.            1.92986163]
1733962813.1206377,359.36808687817904,0,0,1.9391307664929522,[-95549.21676248],[   0.         -359.36808688    0.           -1.93913077]
1733962813.2296476,359.1574757392596,0,0,-1.9320353667358485,[-95818.52256197],[   0.         -359.15747574    0.            1.93203537]
1733962813.3396344,359.1574757392596,0,0,0.0,[-96689.91116426],[   0.         -359.15747574    0.            0.        ]
1733962813.4466438,359.1574757392596,0,0,0.0,[-94072.48975296],[   0.         -359.15747574    0.            0.        ]
1733962813.559636,359.36808687817904,0,0,1.86394262036599,[-99402.99162846],[   0.         -359.36808688    0.           -1.86394262]
1733962813.6690264,359.1574757392596,0,0,-1.925318956650011,[-96152.8264658],[   0.         -359.15747574    0.            1.92531896]
1733962813.777799,359.1574757392596,0,0,0.0,[-95622.44421617],[   0.         -359.15747574    0.            0.        ]
1733962813.885767,359.1574757392596,0,0,0.0,[-94915.27094249],[   0.         -359.15747574    0.            0.        ]
1733962813.9937553,359.1574757392596,0,0,0.0,[-94933.08651103],[   0.         -359.15747574    0.            0.        ]
1733962814.1036897,359.1574757392596,0,0,0.0,[-96643.80028098],[   0.         -359.15747574    0.            0.        ]
1733962814.2117634,359.1574757392596,0,0,0.0,[-95008.12149384],[   0.         -359.15747574    0.            0.        ]
1733962814.3216896,359.1574757392596,0,0,0.0,[-96636.67405356],[   0.         -359.15747574    0.            0.        ]
1733962814.4330432,359.1574757392596,0,0,0.0,[-97891.51886374],[   0.         -359.15747574    0.            0.        ]
1733962814.5400503,359.36808687817904,0,0,1.9681991498024407,[-94138.23519421],[   0.         -359.36808688    0.           -1.96819915]
1733962814.6494977,359.1574757392596,0,0,-1.9243123767347152,[-96203.12924757],[   0.         -359.15747574    0.            1.92431238]
1733962814.7594857,359.1574757392596,0,0,0.0,[-96690.95913888],[   0.         -359.15747574    0.            0.        ]
1733962814.8684278,359.1574757392596,0,0,0.0,[-95771.46620716],[   0.         -359.15747574    0.            0.        ]
1733962814.977476,359.1574757392596,0,0,0.0,[-95864.73594835],[   0.         -359.15747574    0.            0.        ]
1733962815.0859048,359.1574757392596,0,0,0.0,[-95320.41793064],[   0.         -359.15747574    0.            0.        ]
1733962815.196905,359.1574757392596,0,0,0.0,[-97580.6895914],[   0.         -359.15747574    0.            0.        ]
1733962815.3061368,359.36808687817904,0,0,1.9281093227014865,[-96095.3219949],[   0.         -359.36808688    0.           -1.92810932]
1733962815.4169707,359.1574757392596,0,0,-1.900241448518689,[-97421.92373081],[   0.         -359.15747574    0.            1.90024145]
1733962815.5269678,359.36808687817904,0,0,1.9146983434107596,[-96768.3065152],[   0.         -359.36808688    0.           -1.91469834]
1733962815.6339703,359.1574757392596,0,0,-1.968282473555833,[-94053.73330163],[   0.         -359.15747574    0.            1.96828247]
1733962815.7432442,359.36808687817904,0,0,1.9273689201059754,[-96132.23233319],[   0.         -359.36808688    0.           -1.92736892]
1733962815.8551326,359.1574757392596,0,0,-1.882332061382271,[-98348.9620798],[   0.         -359.15747574    0.            1.88233206]
1733962815.9613311,359.1574757392596,0,0,0.0,[-93359.65741633],[   0.         -359.15747574    0.            0.        ]
1733962816.0745394,359.1574757392596,0,0,0.0,[-99521.95777777],[   0.         -359.15747574    0.            0.        ]
1733962816.1845882,359.1574757392596,0,0,0.0,[-96744.40584451],[   0.         -359.15747574    0.            0.        ]
1733962816.2915788,359.1574757392596,0,0,0.0,[-94055.93175396],[   0.         -359.15747574    0.            0.        ]
1733962816.4045181,359.1574757392596,0,0,0.0,[-99285.53470347],[   0.         -359.15747574    0.            0.        ]
1733962816.514596,359.1574757392596,0,0,0.0,[-96769.97642524],[   0.         -359.15747574    0.            0.        ]
1733962816.6213725,359.1574757392596,0,0,0.0,[-93867.71551218],[   0.         -359.15747574    0.            0.        ]
1733962816.7333915,359.1574757392596,0,0,0.0,[-98476.49829671],[   0.         -359.15747574    0.            0.        ]
1733962816.8423722,359.1574757392596,0,0,0.0,[-95805.42058485],[   0.         -359.15747574    0.            0.        ]
1733962816.954372,359.1574757392596,0,0,0.0,[-98459.52110786],[   0.         -359.15747574    0.            0.        ]
1733962817.062434,359.1574757392596,0,0,0.0,[-94997.85134256],[   0.         -359.15747574    0.            0.        ]
1733962817.1723692,359.1574757392596,0,0,0.0,[-96644.63866067],[   0.         -359.15747574    0.            0.        ]
1733962817.2833874,359.36808687817904,0,0,1.8970869213698265,[-97666.52798619],[   0.         -359.36808688    0.           -1.89708692]
1733962817.393891,359.1574757392596,0,0,-1.9059197956666036,[-97131.63476103],[   0.         -359.15747574    0.            1.9059198 ]
1733962817.502231,359.1574757392596,0,0,0.0,[-95242.02942906],[   0.         -359.15747574    0.            0.        ]
1733962817.614514,359.1574757392596,0,0,0.0,[-98708.72947253],[   0.         -359.15747574    0.            0.        ]
1733962817.7245147,359.1574757392596,0,0,0.0,[-96702.06766986],[   0.         -359.15747574    0.            0.        ]
1733962817.833986,359.1574757392596,0,0,0.0,[-96236.76693851],[   0.         -359.15747574    0.            0.        ]
1733962817.942923,359.1574757392596,0,0,0.0,[-95767.06471375],[   0.         -359.15747574    0.            0.        ]
1733962818.050111,359.1574757392596,0,0,0.0,[-94229.47635106],[   0.         -359.15747574    0.            0.        ]
1733962818.1578217,359.1574757392596,0,0,0.0,[-94688.90842454],[   0.         -359.15747574    0.            0.        ]
1733962818.2699187,359.1574757392596,0,0,0.0,[-98545.03583686],[   0.         -359.15747574    0.            0.        ]
1733962818.3799257,359.1574757392596,0,0,0.0,[-96707.72673281],[   0.         -359.15747574    0.            0.        ]
1733962818.4919186,359.1574757392596,0,0,0.0,[-98453.44285506],[   0.         -359.15747574    0.            0.        ]
1733962818.6033869,359.1574757392596,0,0,0.0,[-97992.33402219],[   0.         -359.15747574    0.            0.        ]
1733962818.715283,359.1574757392596,0,0,0.0,[-98368.34731591],[   0.         -359.15747574    0.            0.        ]
