Timestamp,Theta,Motor_x,Motor_velocity,Angle_velocity,Control_Output
1733962998.8935492,358.1118119932591,0,0,2087.970836218381,[-85494.4669293],[    0.          -358.11181199     0.         -2087.97083622]
1733962998.9219537,357.7010390203104,0,0,-14.461558739354953,[-24844.52397049],[   0.         -357.70103902    0.           14.46155874]
1733962998.9528115,357.9098408462893,0,0,6.7665814235860005,[-27045.57738085],[   0.         -357.90984085    0.           -6.76658142]
1733962998.9870968,357.9098408462893,0,0,0.0,[-30035.67774496],[   0.         -357.90984085    0.            0.        ]
1733962999.0181756,357.9098408462893,0,0,0.0,[-27226.62765566],[   0.         -357.90984085    0.            0.        ]
1733962999.0661795,357.9098408462893,0,0,0.0,[-42053.87553948],[   0.         -357.90984085    0.            0.        ]
1733962999.099489,357.4922982729338,0,0,-12.535255068321712,[-29121.60818386],[   0.         -357.49229827    0.           12.53525507]
1733962999.1299748,357.9098408462893,0,0,13.696266320436283,[-26732.31072152],[   0.         -357.90984085    0.          -13.69626632]
1733962999.162805,357.9098408462893,0,0,0.0,[-28760.96343944],[   0.         -357.90984085    0.            0.        ]
1733962999.1939826,357.9098408462893,0,0,0.0,[-27313.09852613],[   0.         -357.90984085    0.            0.        ]
1733962999.227072,357.9098408462893,0,0,0.0,[-28988.00169113],[   0.         -357.90984085    0.            0.        ]
1733962999.2584746,357.7010390203104,0,0,-6.649191675097677,[-27481.65025965],[   0.         -357.70103902    0.            6.64919168]
1733962999.2900836,357.9098408462893,0,0,6.605759129798799,[-27703.71678388],[   0.         -357.90984085    0.           -6.60575913]
1733962999.3205938,357.9098408462893,0,0,0.0,[-26728.48024968],[   0.         -357.90984085    0.            0.        ]
1733962999.3526237,357.9098408462893,0,0,0.0,[-28059.797468],[   0.         -357.90984085    0.            0.        ]
1733962999.3850617,357.9098408462893,0,0,0.0,[-28417.37749275],[   0.         -357.90984085    0.            0.        ]
1733962999.4170792,357.9098408462893,0,0,0.0,[-28048.93639249],[   0.         -357.90984085    0.            0.        ]
1733962999.4500766,357.9098408462893,0,0,0.0,[-28907.37909209],[   0.         -357.90984085    0.            0.        ]
1733962999.497056,357.9098408462893,0,0,0.0,[-41156.37474137],[   0.         -357.90984085    0.            0.        ]
1733962999.5293498,357.89448581114397,0,0,-0.47547940443080483,[-28288.87498646],[   0.         -357.89448581    0.            0.4754794 ]
1733962999.5623145,357.9098408462893,0,0,0.46580227195909646,[-28879.68866539],[   0.         -357.90984085    0.           -0.46580227]
1733962999.594236,357.9098408462893,0,0,0.0,[-27964.76305722],[   0.         -357.90984085    0.            0.        ]
1733962999.6263127,357.9098408462893,0,0,0.0,[-28100.94423487],[   0.         -357.90984085    0.            0.        ]
1733962999.659685,357.9098408462893,0,0,0.0,[-29235.71775968],[   0.         -357.90984085    0.            0.        ]
1733962999.6887627,357.4922982729338,0,0,-14.359512348990467,[-25418.7555405],[   0.         -357.49229827    0.           14.35951235]
1733962999.7207983,357.9098408462893,0,0,13.033709806687849,[-28089.94516129],[   0.         -357.90984085    0.          -13.03370981]
1733962999.7527685,357.9098408462893,0,0,0.0,[-28007.58075878],[   0.         -357.90984085    0.            0.        ]
1733962999.7857575,357.9098408462893,0,0,0.0,[-28900.0687528],[   0.         -357.90984085    0.            0.        ]
1733962999.8170354,357.9098408462893,0,0,0.0,[-27401.03146446],[   0.         -357.90984085    0.            0.        ]
1733962999.850027,357.9098408462893,0,0,0.0,[-28902.36628801],[   0.         -357.90984085    0.            0.        ]
1733962999.8811123,357.4922982729338,0,0,-13.432175589964997,[-27175.36263144],[   0.         -357.49229827    0.           13.43217559]
1733962999.9281037,357.9098408462893,0,0,8.885520181004313,[-41191.95297242],[   0.         -357.90984085    0.           -8.88552018]
1733962999.9621131,357.9098408462893,0,0,0.0,[-29794.01881468],[   0.         -357.90984085    0.            0.        ]
1733962999.9941032,357.9098408462893,0,0,0.0,[-28024.91670624],[   0.         -357.90984085    0.            0.        ]
1733963000.0274038,357.9098408462893,0,0,0.0,[-29173.05770861],[   0.         -357.90984085    0.            0.        ]
1733963000.0588892,357.9098408462893,0,0,0.0,[-27582.74561255],[   0.         -357.90984085    0.            0.        ]
1733963000.0899653,357.9098408462893,0,0,0.0,[-27224.33012045],[   0.         -357.90984085    0.            0.        ]
1733963000.120968,357.9098408462893,0,0,0.0,[-27159.99913469],[   0.         -357.90984085    0.            0.        ]
1733963000.1528847,357.9098408462893,0,0,0.0,[-27960.58572048],[   0.         -357.90984085    0.            0.        ]
1733963000.184964,357.9098408462893,0,0,0.0,[-28103.03290324],[   0.         -357.90984085    0.            0.        ]
1733963000.2179666,357.9098408462893,0,0,0.0,[-28911.9741625],[   0.         -357.90984085    0.            0.        ]
1733963000.2489784,357.4922982729338,0,0,-13.463981653342556,[-27111.10669509],[   0.         -357.49229827    0.           13.46398165]
1733963000.2819886,357.9098408462893,0,0,12.648878593010194,[-28943.79279049],[   0.         -357.90984085    0.          -12.64887859]
1733963000.3129787,357.4922982729338,0,0,-13.473407745651139,[-27092.12198663],[   0.         -357.49229827    0.           13.47340775]
1733963000.3618884,357.9098408462893,0,0,8.53701575296734,[-42872.49554202],[   0.         -357.90984085    0.           -8.53701575]
1733963000.393977,357.9098408462893,0,0,0.0,[-28111.17870988],[   0.         -357.90984085    0.            0.        ]
1733963000.4260077,357.9098408462893,0,0,0.0,[-28060.63293535],[   0.         -357.90984085    0.            0.        ]
1733963000.4589663,357.9098408462893,0,0,0.0,[-28873.33379768],[   0.         -357.90984085    0.            0.        ]
1733963000.4889686,357.9098408462893,0,0,0.0,[-26283.59388711],[   0.         -357.90984085    0.            0.        ]
1733963000.5219657,357.7010390203104,0,0,-6.327878135191223,[-28877.73672331],[   0.         -357.70103902    0.            6.32787814]
1733963000.5539887,357.9098408462893,0,0,6.520380108629519,[-28066.30961272],[   0.         -357.90984085    0.           -6.52038011]
1733963000.5856917,357.9098408462893,0,0,0.0,[-27773.44103463],[   0.         -357.90984085    0.            0.        ]
1733963000.6166496,357.7010390203104,0,0,-6.744694401183433,[-27092.34086152],[   0.         -357.70103902    0.            6.7446944 ]
1733963000.649665,357.9098408462893,0,0,6.3243595247619835,[-28935.82225468],[   0.         -357.90984085    0.           -6.32435952]
1733963000.681671,357.9098408462893,0,0,0.0,[-28038.70191748],[   0.         -357.90984085    0.            0.        ]
