Timestamp,Theta,Motor_x,Motor_velocity,Angle_velocity,Control_Output
1733962869.4057806,359.16056146628773,0,0,0.09642733733392192,[-28132.2581522],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -9.64273373e-02]
1733962869.4417882,359.1574757392596,0,0,-0.08569644644307971,[-31654.30683958],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  8.56964464e-02]
1733962869.469781,359.16056146628773,0,0,0.11023317619418277,[-24608.93720863],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -1.10233176e-01]
1733962869.5017836,359.1574757392596,0,0,-0.09642087192006943,[-28133.5313057],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.64208719e-02]
1733962869.5337803,359.1574757392596,0,0,0.0,[-28128.47718469],[   0.         -359.15747574    0.            0.        ]
1733962869.564793,359.1574757392596,0,0,0.0,[-27263.47893322],[   0.         -359.15747574    0.            0.        ]
1733962869.5989661,359.1574757392596,0,0,0.0,[-30041.65965125],[   0.         -359.15747574    0.            0.        ]
1733962869.6310241,359.3704013915897,0,0,6.641888095959463,[-28211.86844074],[   0.         -359.37040139    0.           -6.6418881 ]
1733962869.6629646,359.16056146628773,0,0,-6.569721411485178,[-28066.62225182],[   0.         -359.16056147    0.            6.56972141]
1733962869.6939676,359.16056146628773,0,0,0.0,[-27255.11970362],[   0.         -359.16056147    0.            0.        ]
1733962869.7259674,359.1636246745776,0,0,0.09572577827689117,[-28131.86793389],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -9.57257783e-02]
1733962869.774057,359.1574757392596,0,0,-0.1278643940067451,[-42275.34521834],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  1.27864394e-01]
1733962869.805967,359.1574757392596,0,0,0.0,[-28052.39422727],[   0.         -359.15747574    0.            0.        ]
1733962869.8390381,359.1574757392596,0,0,0.0,[-29072.91191238],[   0.         -359.15747574    0.            0.        ]
1733962869.868963,359.1574757392596,0,0,0.0,[-26307.09729486],[   0.         -359.15747574    0.            0.        ]
1733962869.9019635,359.1574757392596,0,0,0.0,[-29010.87181487],[   0.         -359.15747574    0.            0.        ]
1733962869.9329627,359.1574757392596,0,0,0.0,[-27251.53202255],[   0.         -359.15747574    0.            0.        ]
1733962869.9671268,359.1574757392596,0,0,0.0,[-30033.90463906],[   0.         -359.15747574    0.            0.        ]
1733962869.9991274,359.1574757392596,0,0,0.0,[-28131.83070348],[   0.         -359.15747574    0.            0.        ]
1733962870.0301266,359.1574757392596,0,0,0.0,[-27251.53202255],[   0.         -359.15747574    0.            0.        ]
1733962870.0611298,359.1574757392596,0,0,0.0,[-27255.09513626],[   0.         -359.15747574    0.            0.        ]
1733962870.0942235,359.1574757392596,0,0,0.0,[-29092.82343016],[   0.         -359.15747574    0.            0.        ]
1733962870.1261315,359.1574757392596,0,0,0.0,[-28050.50787295],[   0.         -359.15747574    0.            0.        ]
1733962870.173127,359.1574757392596,0,0,0.0,[-41313.88426058],[   0.         -359.15747574    0.            0.        ]
1733962870.2062209,359.1574757392596,0,0,0.0,[-29093.03302509],[   0.         -359.15747574    0.            0.        ]
1733962870.2381287,359.16056146628773,0,0,0.09670761794321943,[-28050.72502626],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -9.67076179e-02]
1733962870.2701302,359.1574757392596,0,0,-0.09642446370961229,[-28132.48333108],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.64244637e-02]
1733962870.3021295,359.1574757392596,0,0,0.0,[-28130.78272886],[   0.         -359.15747574    0.            0.        ]
1733962870.3331273,359.1574757392596,0,0,0.0,[-27250.274453],[   0.         -359.15747574    0.            0.        ]
1733962870.3651266,359.1574757392596,0,0,0.0,[-28130.78272886],[   0.         -359.15747574    0.            0.        ]
1733962870.398127,359.1574757392596,0,0,0.0,[-29010.87181487],[   0.         -359.15747574    0.            0.        ]
1733962870.4291282,359.1574757392596,0,0,0.0,[-27253.20878194],[   0.         -359.15747574    0.            0.        ]
1733962870.461129,359.1574757392596,0,0,0.0,[-28132.0402984],[   0.         -359.15747574    0.            0.        ]
1733962870.4941828,359.1574757392596,0,0,0.0,[-29057.82107785],[   0.         -359.15747574    0.            0.        ]
1733962870.5272076,359.1574757392596,0,0,0.0,[-29032.25049712],[   0.         -359.15747574    0.            0.        ]
1733962870.557205,359.1574757392596,0,0,0.0,[-26370.81415177],[   0.         -359.15747574    0.            0.        ]
1733962870.606473,359.1574757392596,0,0,0.0,[-43311.74307644],[   0.         -359.15747574    0.            0.        ]
1733962870.6364696,359.1574757392596,0,0,0.0,[-26370.185367],[   0.         -359.15747574    0.            0.        ]
1733962870.6684754,359.1574757392596,0,0,0.0,[-28136.44179181],[   0.         -359.15747574    0.            0.        ]
1733962870.701077,359.1574757392596,0,0,0.0,[-28660.21950696],[   0.         -359.15747574    0.            0.        ]
1733962870.733143,359.16056146628773,0,0,0.09623017373849585,[-28189.89725151],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -9.62301737e-02]
1733962870.764416,359.1574757392596,0,0,-0.09867099610392016,[-27491.96124324],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.86709961e-02]
1733962870.796906,359.1636246745776,0,0,0.18925615492392844,[-28562.98822746],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -1.89256155e-01]
1733962870.8290641,359.1574757392596,0,0,-0.191209317842754,[-28270.00279964],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  1.91209318e-01]
1733962870.8610642,359.16056146628773,0,0,0.09642877421030711,[-28131.83895875],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -9.64287742e-02]
1733962870.893059,359.1574757392596,0,0,-0.09644458267727056,[-28126.61467321],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.64445827e-02]
1733962870.925064,359.1574757392596,0,0,0.0,[-28135.81300704],[   0.         -359.15747574    0.            0.        ]
1733962870.9570796,359.3704013915897,0,0,6.650692308563298,[-28174.53842637],[   0.         -359.37040139    0.           -6.65069231]
1733962870.9880805,359.3704013915897,0,0,0.0,[-27269.15606254],[   0.         -359.37040139    0.            0.        ]
1733962871.035347,359.1574757392596,0,0,-4.504791501996496,[-41539.37616347],[   0.         -359.15747574    0.            4.5047915 ]
1733962871.0696454,359.1574757392596,0,0,0.0,[-30151.90658129],[   0.         -359.15747574    0.            0.        ]
1733962871.1006603,359.1574757392596,0,0,0.0,[-27265.36528753],[   0.         -359.15747574    0.            0.        ]
1733962871.133653,359.1574757392596,0,0,0.0,[-29003.95518237],[   0.         -359.15747574    0.            0.        ]
1733962871.164579,359.1574757392596,0,0,0.0,[-27187.18638087],[   0.         -359.15747574    0.            0.        ]
1733962871.1976485,359.1636246745776,0,0,0.185939150997437,[-29072.52221108],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -1.85939151e-01]
1733962871.2296493,359.1574757392596,0,0,-0.19214954440771936,[-28131.67014978],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  1.92149544e-01]
1733962871.2606547,359.1574757392596,0,0,0.0,[-27256.98149057],[   0.         -359.15747574    0.            0.        ]
1733962871.2927935,359.1574757392596,0,0,0.0,[-28253.39575942],[   0.         -359.15747574    0.            0.        ]
1733962871.3258965,359.1636246745776,0,0,0.1857516637373491,[-29101.86600281],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -1.85751664e-01]
1733962871.3561587,359.1574757392596,0,0,-0.20318842817597635,[-26603.30396375],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  2.03188428e-01]
1733962871.3889225,359.1574757392596,0,0,0.0,[-28802.7440553],[   0.         -359.15747574    0.            0.        ]
1733962871.4210048,359.16056146628773,0,0,0.09618154482999784,[-28204.1498288],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -9.61815448e-02]
1733962871.4683416,359.1574757392596,0,0,-0.06518661873610013,[-41613.8384397],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  6.51866187e-02]
1733962871.500364,359.1574757392596,0,0,0.0,[-28151.11343649],[   0.         -359.15747574    0.            0.        ]
1733962871.5333452,359.1574757392596,0,0,0.0,[-28993.89462602],[   0.         -359.15747574    0.            0.        ]
1733962871.5643585,359.1574757392596,0,0,0.0,[-27263.89812307],[   0.         -359.15747574    0.            0.        ]
1733962871.5963438,359.1574757392596,0,0,0.0,[-28118.41662834],[   0.         -359.15747574    0.            0.        ]
1733962871.6285772,359.1574757392596,0,0,0.0,[-28336.60494426],[   0.         -359.15747574    0.            0.        ]
1733962871.660638,359.1574757392596,0,0,0.0,[-28184.85821926],[   0.         -359.15747574    0.            0.        ]
1733962871.6936443,359.1574757392596,0,0,0.0,[-29015.90209304],[   0.         -359.15747574    0.            0.        ]
1733962871.7285767,359.16056146628773,0,0,0.08833430398492324,[-30709.66907683],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -8.83343040e-02]
1733962871.7595887,359.1574757392596,0,0,-0.09950087809215523,[-27262.66439635],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.95008781e-02]
1733962871.7885766,359.1574757392596,0,0,0.0,[-25483.38924342],[   0.         -359.15747574    0.            0.        ]
1733962871.820755,359.1574757392596,0,0,0.0,[-28288.18851681],[   0.         -359.15747574    0.            0.        ]
1733962871.852951,359.1574757392596,0,0,0.0,[-28303.69854118],[   0.         -359.15747574    0.            0.        ]
1733962871.901247,359.16056146628773,0,0,0.06389201264246573,[-42457.77509753],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -6.38920126e-02]
1733962871.9331007,359.1574757392596,0,0,-0.09687192911109697,[-28002.53447818],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  9.68719291e-02]
1733962872.0292213,359.1636246745776,0,0,0.06397104864321149,[-84501.89680501],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -6.39710486e-02]
1733962872.1387148,359.1574757392596,0,0,-0.05615799707772581,[-96255.88911782],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  5.61579971e-02]
1733962872.2459984,359.1574757392596,0,0,0.0,[-94313.5239156],[   0.         -359.15747574    0.            0.        ]
1733962872.3589883,359.16056146628773,0,0,0.027309759190399522,[-99331.00797996],[ 0.00000000e+00 -3.59160561e+02  0.00000000e+00 -2.73097592e-02]
1733962872.467986,359.1574757392596,0,0,-0.02830998800655992,[-95820.32566729],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  2.83099880e-02]
1733962872.5787714,359.1636246745776,0,0,0.05550319691294734,[-97393.88210505],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -5.55031969e-02]
1733962872.6907797,359.1574757392596,0,0,-0.05489712365116955,[-98466.6963765],[ 0.00000000e+00 -3.59157476e+02  0.00000000e+00  5.48971237e-02]
1733962872.7995818,359.1574757392596,0,0,0.0,[-95648.43398675],[   0.         -359.15747574    0.            0.        ]
1733962872.904285,359.1574757392596,0,0,0.0,[-92045.07805281],[   0.         -359.15747574    0.            0.        ]
1733962873.014277,359.3704013915897,0,0,1.935828055817413,[-96764.66489508],[   0.         -359.37040139    0.           -1.93582806]
1733962873.1233659,359.1574757392596,0,0,-1.9518544674065579,[-95887.75915463],[   0.         -359.15747574    0.            1.95185447]
1733962873.2333417,359.1574757392596,0,0,0.0,[-96680.26979776],[   0.         -359.15747574    0.            0.        ]
1733962873.3432736,359.36808687817904,0,0,1.9158319939237878,[-96711.05354728],[   0.         -359.36808688    0.           -1.91583199]
1733962873.4526763,359.1574757392596,0,0,-1.9251007749817626,[-96163.72540185],[   0.         -359.15747574    0.            1.92510077]
1733962873.5603356,359.1574757392596,0,0,0.0,[-94643.84551587],[   0.         -359.15747574    0.            0.        ]
1733962873.6693366,359.1574757392596,0,0,0.0,[-95823.23615339],[   0.         -359.15747574    0.            0.        ]
1733962873.779435,359.1574757392596,0,0,0.0,[-96788.00158871],[   0.         -359.15747574    0.            0.        ]
1733962873.8876255,359.1574757392596,0,0,0.0,[-95110.82300661],[   0.         -359.15747574    0.            0.        ]
1733962873.9985225,359.1574757392596,0,0,0.0,[-97490.14458422],[   0.         -359.15747574    0.            0.        ]
1733962874.1116488,359.1636246745776,0,0,0.05435461530993223,[-99451.9298982],[ 0.00000000e+00 -3.59163625e+02  0.00000000e+00 -5.43546153e-02]
1733962874.2192693,5.042451069170909,0,0,-3290.4627562630603,[19988.81086918],[   0.           -5.04245107    0.         3290.46275626]
1733962874.3282652,19.510799443713267,0,0,132.74211649423293,[-6076.19726216],[   0.          -19.51079944    0.         -132.74211649]
1733962874.4364777,304.04856886257113,0,0,2629.43602310894,[-97661.77346341],[    0.          -304.04856886     0.         -2629.43602311]
1733962874.5475357,99.7275785514016,0,0,-1839.7683758994517,[-14809.91057887],[   0.          -99.72757855    0.         1839.7683759 ]
1733962874.658814,159.0986550809426,0,0,533.5368973232346,[-46908.36594793],[   0.         -159.09865508    0.         -533.53689732]
1733962874.7672803,239.38861159313242,0,0,740.2289214621321,[-68388.91616141],[   0.         -239.38861159    0.         -740.22892146]
1733962874.8792722,260.5376777919744,0,0,188.84463552112624,[-72691.96170784],[   0.         -260.53767779    0.         -188.84463552]
1733962874.9892967,235.27871980413227,0,0,-229.57585773526273,[-61841.29804808],[   0.         -235.2787198     0.          229.57585774]
1733962875.0994375,179.59365376669098,0,0,-505.58072754825946,[-45064.59147644],[   0.         -179.59365377    0.          505.58072755]
1733962875.2095122,146.99334872358696,0,0,-296.16512885030625,[-37641.74735144],[   0.         -146.99334872    0.          296.16512885]
1733962875.3215306,132.0792784789996,0,0,-133.1395318037747,[-35316.47374026],[   0.         -132.07927848    0.          133.1395318 ]
1733962875.428533,141.08469386526875,0,0,84.16079682596558,[-37493.38742827],[   0.         -141.08469387    0.          -84.16079683]
1733962875.5420074,171.40877456777235,0,0,267.2328646250493,[-49434.15276861],[   0.         -171.40877457    0.         -267.23286463]
1733962875.6524827,193.93779720825424,0,0,203.92813855337934,[-53798.68658549],[   0.         -193.93779721    0.         -203.92813855]
1733962875.761643,201.6504328146702,0,0,70.65429227965635,[-54343.23545545],[   0.         -201.65043281    0.          -70.65429228]
1733962875.8730578,193.14724237526949,0,0,-76.32004089966408,[-52161.07406395],[   0.         -193.14724238    0.           76.3200409 ]
1733962875.9811277,182.43664824681014,0,0,-99.108025969435,[-47613.6142229],[   0.         -182.43664825    0.           99.10802597]
1733962876.0931396,175.91438322002512,0,0,-58.228317477851824,[-47837.82703535],[   0.         -175.91438322    0.           58.22831748]
1733962876.2037835,177.9690857631469,0,0,18.570415699707038,[-48321.53635854],[   0.         -177.96908576    0.          -18.5704157 ]
1733962876.3121078,179.59365376669098,0,0,14.997264359763982,[-47715.95216543],[   0.         -179.59365377    0.          -14.99726436]
1733962876.4205163,178.37502364247524,0,0,-11.24109893713752,[-47258.43285103],[   0.         -178.37502364    0.           11.24109894]
1733962876.5294461,178.37502364247524,0,0,0.0,[-47559.44673668],[   0.         -178.37502364    0.            0.        ]
1733962876.6395078,178.7811247648687,0,0,3.689760592981861,[-48187.43404781],[   0.         -178.78112476    0.           -3.68976059]
1733962876.7485342,178.37502364247524,0,0,-3.7247951235745425,[-47577.15906802],[   0.         -178.37502364    0.            3.72479512]
1733962876.8588266,178.78970583107878,0,0,3.7598425473163926,[-48291.26053146],[   0.         -178.78970583    0.           -3.75984255]
1733962876.9703002,178.7811247648687,0,0,-0.07697848875030626,[-48780.32542507],[ 0.00000000e+00 -1.78781125e+02  0.00000000e+00  7.69784888e-02]
1733962877.0805836,178.37502364247524,0,0,-3.6823421769609315,[-48125.94793873],[   0.         -178.37502364    0.            3.68234218]
1733962877.1896427,178.7811247648687,0,0,3.7236795424393456,[-47748.71800532],[   0.         -178.78112476    0.           -3.72367954]
1733962877.302161,178.37502364247524,0,0,-3.609200319660722,[-49101.73452334],[   0.         -178.37502364    0.            3.60920032]
1733962877.4095113,178.7811247648687,0,0,3.782951099496741,[-47000.97059116],[   0.         -178.78112476    0.           -3.7829511 ]
1733962877.5205848,178.37502364247524,0,0,-3.6561479064373406,[-48470.91878804],[   0.         -178.37502364    0.            3.65614791]
1733962877.6307456,178.37502364247524,0,0,0.0,[-48096.88925175],[   0.         -178.37502364    0.            0.        ]
1733962877.7427452,178.5830788255043,0,0,1.8576436614429919,[-48969.23045286],[   0.         -178.58307883    0.           -1.85764366]
1733962877.8519828,178.37502364247524,0,0,-1.9046102074300266,[-47681.30905202],[   0.         -178.37502364    0.            1.90461021]
1733962877.9600744,178.37502364247524,0,0,0.0,[-47193.44869619],[   0.         -178.37502364    0.            0.        ]
1733962878.069136,178.37502364247524,0,0,0.0,[-47616.90717989],[   0.         -178.37502364    0.            0.        ]
1733962878.1773465,178.7811247648687,0,0,3.7528787269853843,[-47377.40043214],[   0.         -178.78112476    0.           -3.75287873]
1733962878.288385,178.37502364247524,0,0,-3.6573019117542658,[-48455.61682218],[   0.         -178.37502364    0.            3.65730191]
1733962878.3994539,178.57805634155758,0,0,1.8279876912697797,[-48560.8059983],[   0.         -178.57805634    0.           -1.82798769]
1733962878.5072932,178.7811247648687,0,0,1.883064307893323,[-47202.73351686],[   0.         -178.78112476    0.           -1.88306431]
1733962878.6165,178.37502364247524,0,0,-3.718647389256543,[-47655.85489242],[   0.         -178.37502364    0.            3.71864739]
1733962878.7284255,178.7811247648687,0,0,3.6283130515697146,[-49003.10159126],[   0.         -178.78112476    0.           -3.62831305]
1733962878.838908,178.37502364247524,0,0,-3.67570692529171,[-48212.8672686],[   0.         -178.37502364    0.            3.67570693]
1733962878.9515305,178.7811247648687,0,0,3.6058613893245433,[-49308.06401509],[   0.         -178.78112476    0.           -3.60586139]
1733962879.0602634,178.37502364247524,0,0,-3.7348491358780387,[-47449.01811585],[   0.         -178.37502364    0.            3.73484914]
1733962879.170248,178.7811247648687,0,0,3.6923440948678703,[-48153.73481316],[   0.         -178.78112476    0.           -3.69234409]
1733962879.2812529,178.37502364247524,0,0,-3.6584094995133087,[-48440.93942636],[   0.         -178.37502364    0.            3.6584095 ]
1733962879.3912487,178.37502364247524,0,0,0.0,[-48024.85550772],[   0.         -178.37502364    0.            0.        ]
1733962879.5005226,178.7811247648687,0,0,3.716359380311485,[-47842.72113357],[   0.         -178.78112476    0.           -3.71635938]
1733962879.6118925,178.37502364247524,0,0,-3.6464189254973625,[-48600.30888028],[   0.         -178.37502364    0.            3.64641893]
1733962879.717442,178.7811247648687,0,0,3.8474918220389616,[-46212.95102661],[   0.         -178.78112476    0.           -3.84749182]
1733962879.8286364,178.37502364247524,0,0,-3.6521733469260296,[-48523.69495599],[   0.         -178.37502364    0.            3.65217335]
1733962879.9381173,178.7811247648687,0,0,3.7093344934611854,[-47933.28130596],[   0.         -178.78112476    0.           -3.70933449]
1733962880.0471172,178.37502364247524,0,0,-3.725699478889893,[-47565.60452237],[   0.         -178.37502364    0.            3.72569948]
1733962880.1582222,178.37502364247524,0,0,0.0,[-48509.10547482],[   0.         -178.37502364    0.            0.        ]
1733962880.2652316,173.12518197129575,0,0,-49.05962596260242,[-45029.86851922],[   0.         -173.12518197    0.           49.05962596]
1733962880.380169,163.2815031526473,0,0,-85.64389760201053,[-45343.49964489],[   0.         -163.28150315    0.           85.6438976 ]
1733962880.4872286,146.75667413803558,0,0,-154.35151007436295,[-37462.63298215],[   0.         -146.75667414    0.          154.35151007]
